"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"S3 ARQUITECTOS";"Lisboa, Portugal";"";"http://s3arquitectos.wixsite.com/s3arquitectos";"Cascais";"Architecture, Design and Planning";"Socio-Cultural Center: https://archello.com/project/socio-cultural-center-2";"Archello";"https://archello.com/brand/s3-arquitectos";"Cascais";"2025-11-02T01:29:07.694716"
"STGO";"St. Real 217 Bajo, Ferrol, A Coruña, Portugal";"+0034-881-122-991";"http://www.stgo.es/";"Cascais";"WE DEVELOP GLOBAL ARCHITECTURE A place to live, a franchiseable commercial space or a work space with identity ; all of them require a project that generates added value and merges to give rise to an integral action. We develop architecture in a global way, conceived as an indivisible whole, carrying out projects from urban scale to commercial or residential interior design . UNIQUE OBJECTIVE: THE FINAL RESULT Our premises, work directly with our clients for the same objective, the final result. We start our work from the real estate analysis , through the architecture project to the execution of the work ; supporting the set with the distribution of furniture and design items of the main firms in our contract projects .";"Inés Pose Lifestyle Salon: https://archello.com/project/ines-pose-lifestyle-salon";"Archello";"https://archello.com/brand/stgo";"Cascais";"2025-11-02T01:29:22.529418"
